id_sensor,Use_time,datetime
sensor_12343,160,2024-10-19 04:30:08
sensor_9116,25,2024-08-11 13:48:09
sensor_7576,98,2024-06-01 14:14:47
sensor_11699,121,2024-04-22 08:22:34
sensor_14327,132,2024-07-18 22:58:35
sensor_7166,63,2024-03-01 15:55:19
sensor_12544,136,2024-07-05 23:56:17
sensor_2229,81,2024-09-04 06:10:24
sensor_1425,41,2024-11-07 20:07:12
sensor_8596,40,2024-08-31 04:12:16
sensor_7586,79,2024-10-17 09:51:59
sensor_8761,114,2024-03-15 02:04:34
sensor_13651,101,2024-06-15 09:12:28
sensor_3570,33,2024-11-06 12:03:26
sensor_2037,159,2024-11-13 08:48:35
sensor_9014,74,2024-09-11 13:38:08
sensor_5263,73,2024-05-12 12:23:17
sensor_7236,77,2024-03-07 18:43:14
sensor_10626,53,2024-05-15 06:01:33
sensor_8745,64,2024-10-02 11:41:47
sensor_11539,128,2024-06-10 22:29:25
sensor_8263,60,2024-08-28 00:29:19
sensor_9373,142,2024-01-12 11:53:46
sensor_5748,122,2024-08-19 10:05:07
sensor_14911,91,2024-11-12 23:45:05
sensor_8707,44,2024-10-02 23:02:26
sensor_2406,102,2024-02-28 11:52:45
sensor_11541,61,2024-04-24 19:43:58
sensor_419,55,2024-06-23 05:06:32
sensor_4403,90,2024-02-13 03:21:44
sensor_11851,124,2024-03-27 06:25:12
sensor_7634,106,2024-07-22 05:07:09
sensor_7098,63,2024-05-10 00:37:18
sensor_3919,47,2024-03-10 10:29:25
sensor_14722,93,2024-05-01 10:26:21
sensor_9137,116,2024-11-11 06:20:35
sensor_5788,145,2024-10-01 04:09:17
sensor_9804,86,2024-03-22 01:05:13
sensor_7975,100,2024-05-07 16:58:16
sensor_8565,103,2024-03-26 01:33:05
sensor_7170,44,2024-05-31 18:07:24
sensor_8335,30,2024-08-14 16:18:09
sensor_991,96,2024-07-28 05:51:52
sensor_4310,93,2024-06-05 12:46:09
sensor_11021,62,2024-01-20 12:54:20
sensor_9135,149,2024-04-09 04:17:54
sensor_13019,88,2024-07-11 03:14:01
sensor_10100,118,2024-03-24 13:16:56
sensor_3957,138,2024-07-03 21:27:16
sensor_5700,64,2024-10-19 20:12:37
sensor_1493,53,2024-06-28 17:21:55
sensor_12532,75,2024-08-31 08:07:08
sensor_11692,111,2024-04-09 04:28:24
sensor_4491,111,2024-02-27 00:43:47
sensor_3049,113,2024-04-23 15:59:58
sensor_3020,30,2024-10-31 19:14:14
sensor_8372,85,2024-04-13 14:04:34
sensor_1896,155,2024-09-24 14:41:03
sensor_12930,119,2024-03-30 14:12:30
sensor_5024,50,2024-03-05 20:47:31
sensor_13558,49,2024-10-28 19:05:02
sensor_4926,103,2024-03-24 20:15:46
sensor_3046,123,2024-02-14 06:57:25
sensor_13940,117,2024-06-08 10:04:55
sensor_11487,80,2024-02-07 18:19:28
sensor_13875,104,2024-10-29 15:53:53
sensor_9662,33,2024-10-24 15:52:25
sensor_8152,29,2024-06-17 22:00:56
sensor_6565,90,2024-05-13 04:15:04
sensor_13544,135,2024-08-12 08:34:14
sensor_6136,140,2024-06-26 13:33:57
sensor_13495,44,2024-06-29 19:31:02
sensor_6892,143,2024-08-04 06:13:29
sensor_7812,144,2024-05-02 09:07:37
sensor_7456,124,2024-10-01 10:03:52
sensor_9833,102,2024-09-17 04:50:20
sensor_3174,93,2024-06-10 22:41:50
sensor_829,54,2024-09-01 01:23:52
sensor_3361,40,2024-10-06 11:29:31
sensor_10437,82,2024-09-22 09:09:21
sensor_14721,114,2024-04-18 17:56:52
sensor_7521,35,2024-05-04 21:32:20
sensor_8999,79,2024-03-21 15:55:17
sensor_1136,133,2024-05-27 16:06:02
sensor_14609,103,2024-04-23 10:22:34
sensor_4174,54,2024-02-16 02:27:28
sensor_11754,120,2024-06-14 18:16:46
sensor_7427,82,2024-01-25 04:00:32
sensor_7027,148,2024-02-14 11:32:32
sensor_14918,38,2024-07-25 13:42:08
sensor_10324,142,2024-03-10 18:49:46
sensor_13756,49,2024-04-21 17:28:02
sensor_8962,100,2024-09-21 11:29:42
sensor_10433,157,2024-01-19 22:48:31
sensor_2065,139,2024-07-20 15:06:34
sensor_7792,55,2024-03-20 17:24:54
sensor_10763,101,2024-08-31 14:09:41
sensor_2237,23,2024-02-05 16:21:24
sensor_13009,40,2024-02-23 08:40:13
sensor_8884,136,2024-06-18 12:45:03
sensor_6351,47,2024-09-12 14:54:24
sensor_994,104,2024-04-08 08:40:40
sensor_11450,77,2024-03-19 00:43:29
sensor_12117,142,2024-09-04 06:16:28
sensor_6490,85,2024-05-14 16:56:25
sensor_6082,71,2024-03-26 23:21:24
sensor_11712,121,2024-05-02 06:13:15
sensor_4457,152,2024-05-15 09:20:00
sensor_6093,62,2024-02-09 15:52:49
sensor_14081,142,2024-08-17 14:51:17
sensor_6240,79,2024-06-10 22:37:19
sensor_1564,33,2024-06-22 19:44:53
sensor_1596,117,2024-10-23 10:49:15
sensor_9773,114,2024-09-21 08:32:39
sensor_806,122,2024-10-24 20:07:54
sensor_8378,40,2024-03-25 09:42:11
sensor_10631,75,2024-02-21 04:30:07
sensor_2907,140,2024-04-05 20:27:14
sensor_11984,59,2024-02-19 13:49:57
sensor_14443,27,2024-02-25 02:58:42
sensor_10722,49,2024-04-17 23:08:13
sensor_1298,59,2024-09-03 14:08:14
sensor_7839,126,2024-03-05 16:03:40
sensor_13015,95,2024-04-15 03:47:13
sensor_10684,107,2024-02-15 21:59:29
sensor_9489,87,2024-01-06 14:35:19
sensor_8208,110,2024-08-29 00:35:29
sensor_2649,146,2024-06-23 01:31:41
sensor_7306,30,2024-05-27 22:53:43
sensor_14550,81,2024-02-16 06:36:25
sensor_6090,139,2024-10-27 13:03:31
sensor_4172,53,2024-02-17 03:07:10
sensor_6448,160,2024-09-06 07:38:29
sensor_64,38,2024-05-20 09:17:46
sensor_8313,24,2024-03-06 12:18:51
sensor_8176,105,2024-04-01 14:23:01
sensor_2186,156,2024-07-17 19:17:06
sensor_7656,90,2024-09-12 01:51:55
sensor_11978,57,2024-09-05 14:34:35
sensor_726,57,2024-04-13 14:07:41
sensor_13306,156,2024-06-06 16:42:53
sensor_4269,23,2024-11-10 21:33:56
sensor_7597,115,2024-07-02 01:17:03
sensor_1649,67,2024-03-25 12:16:02
sensor_8411,73,2024-05-03 03:36:24
sensor_14888,113,2024-04-04 07:57:54
sensor_10043,21,2024-03-24 08:03:52
sensor_7155,130,2024-08-23 13:43:21
sensor_10354,116,2024-11-09 07:53:33
sensor_4428,64,2024-01-15 12:43:56
sensor_4854,101,2024-03-13 05:25:16
sensor_3578,56,2024-05-13 21:52:47
sensor_1551,156,2024-10-08 01:08:58
sensor_9285,133,2024-01-02 18:12:56
sensor_12269,51,2024-05-12 22:45:33
sensor_7450,125,2024-05-25 11:20:06
sensor_222,132,2024-02-16 06:30:37
sensor_14318,24,2024-07-31 03:27:42
sensor_13167,74,2024-06-23 21:18:40
sensor_1009,95,2024-10-02 08:49:08
sensor_249,88,2024-01-09 13:49:04
sensor_6216,147,2024-08-10 02:53:58
sensor_5605,83,2024-10-20 10:38:55
sensor_14185,43,2024-06-13 20:13:00
sensor_5463,82,2024-08-27 11:44:28
sensor_10879,110,2024-09-27 02:26:09
sensor_2315,89,2024-08-20 00:44:55
sensor_8886,76,2024-04-12 01:40:04
sensor_9213,74,2024-09-18 15:56:38
sensor_13209,111,2024-05-17 04:55:00
sensor_7373,124,2024-04-15 09:46:45
sensor_5978,78,2024-02-05 15:03:26
sensor_4804,147,2024-03-10 07:41:02
sensor_7074,97,2024-05-20 16:05:00
sensor_10894,67,2024-10-27 15:12:38
sensor_10726,128,2024-05-10 23:26:54
sensor_4285,102,2024-04-03 05:42:31
sensor_12262,54,2024-01-12 18:24:17
sensor_8887,46,2024-05-28 08:37:29
sensor_9176,40,2024-06-19 15:08:46
sensor_272,98,2024-08-06 05:36:35
sensor_8403,142,2024-01-19 19:33:01
sensor_4632,64,2024-07-05 22:14:58
sensor_13911,113,2024-06-18 08:48:28
sensor_7935,117,2024-02-17 16:45:00
sensor_11678,107,2024-07-17 23:20:45
sensor_7147,154,2024-04-28 11:05:36
sensor_10475,79,2024-07-15 17:34:03
sensor_9686,122,2024-02-13 13:00:36
sensor_7766,142,2024-06-04 10:43:58
sensor_1111,144,2024-02-17 02:29:42
sensor_5127,95,2024-01-18 11:31:49
sensor_9129,152,2024-10-06 01:41:03
sensor_14390,106,2024-06-12 19:03:19
sensor_11225,155,2024-03-07 03:13:38
sensor_12360,113,2024-03-06 21:23:27
sensor_7769,48,2024-11-05 05:31:48
sensor_12344,80,2024-09-10 19:49:35
sensor_4464,135,2024-07-26 13:01:41
sensor_9821,40,2024-03-25 10:44:06
sensor_9900,144,2024-02-17 02:53:07
sensor_13589,57,2024-09-28 18:16:10
sensor_8576,141,2024-02-10 04:06:24
sensor_11229,86,2024-05-06 00:20:34
sensor_2949,116,2024-05-21 00:01:14
sensor_5525,127,2024-11-13 14:09:54
sensor_4103,120,2024-01-02 17:32:05
sensor_10985,142,2024-03-08 23:24:43
sensor_7954,67,2024-07-06 14:49:44
sensor_7257,128,2024-11-16 07:16:00
sensor_2345,103,2024-06-07 23:42:25
sensor_14675,135,2024-05-23 22:58:28
sensor_6631,107,2024-09-19 15:28:01
sensor_3497,97,2024-08-25 12:33:52
sensor_2825,108,2024-02-09 01:05:21
sensor_10023,116,2024-03-27 18:21:57
sensor_12652,106,2024-08-18 00:55:44
sensor_13210,40,2024-05-11 04:52:30
sensor_3230,71,2024-09-14 05:35:21
sensor_807,144,2024-07-10 19:34:53
sensor_11467,124,2024-10-16 05:35:41
sensor_10141,48,2024-08-01 18:23:29
sensor_481,24,2024-10-10 16:56:43
sensor_12633,124,2024-10-29 20:35:16
sensor_11246,52,2024-02-17 06:58:44
sensor_7065,43,2024-03-30 23:02:37
sensor_8782,119,2024-07-31 04:32:22
sensor_2481,20,2024-02-11 18:30:53
sensor_11500,75,2024-06-27 21:17:36
sensor_9908,145,2024-07-19 02:27:14
sensor_2889,143,2024-07-15 07:45:58
sensor_14697,56,2024-06-17 15:29:43
sensor_3774,95,2024-10-23 15:50:45
sensor_13564,99,2024-02-04 17:20:08
sensor_9116,83,2024-11-07 01:25:32
sensor_8764,134,2024-02-21 14:31:22
sensor_4363,124,2024-04-30 18:50:02
sensor_3601,69,2024-01-31 20:26:07
sensor_14420,122,2024-01-08 14:40:25
sensor_1578,118,2024-08-22 22:38:08
sensor_14513,68,2024-03-31 16:44:59
sensor_12478,80,2024-02-23 13:51:08
sensor_6180,27,2024-03-11 22:09:10
sensor_8508,44,2024-08-13 02:23:40
sensor_14527,58,2024-11-02 05:52:17
sensor_6136,119,2024-10-22 16:25:38
sensor_11327,152,2024-06-10 23:16:02
sensor_4169,138,2024-02-23 03:32:08
sensor_708,102,2024-02-05 13:46:40
sensor_12343,148,2024-08-04 14:25:47
sensor_2069,65,2024-10-25 00:00:43
sensor_5609,148,2024-05-20 11:08:41
sensor_7277,47,2024-03-31 00:19:48
sensor_8437,88,2024-05-21 03:45:09
sensor_4236,139,2024-08-08 14:47:55
sensor_11704,138,2024-05-26 08:26:26
sensor_11814,61,2024-05-12 22:49:00
sensor_2092,159,2024-04-15 12:02:01
sensor_6330,159,2024-06-07 05:45:32
sensor_12802,75,2024-02-12 15:13:21
sensor_14783,68,2024-04-26 19:51:10
sensor_4521,129,2024-08-26 14:01:54
sensor_4646,56,2024-07-02 03:33:16
sensor_12745,86,2024-08-10 23:25:15
sensor_10137,49,2024-04-12 23:45:45
sensor_4196,89,2024-04-02 22:12:54
sensor_4516,124,2024-09-19 07:50:36
sensor_2640,48,2024-06-29 12:53:15
sensor_14962,108,2024-03-14 20:09:56
sensor_11498,48,2024-05-28 01:03:42
sensor_7517,149,2024-06-24 00:00:27
sensor_9364,145,2024-05-24 13:17:33
sensor_7100,81,2024-01-10 03:51:35
sensor_2668,109,2024-10-26 15:56:43
sensor_12513,57,2024-05-08 13:38:55
sensor_5983,139,2024-01-26 15:36:59
sensor_14606,157,2024-08-17 18:40:25
sensor_9505,134,2024-05-08 02:44:51
sensor_4818,49,2024-06-03 08:46:33
sensor_14015,44,2024-07-06 00:07:19
sensor_5783,22,2024-11-01 10:24:06
sensor_12646,36,2024-02-20 08:00:40
sensor_717,153,2024-06-13 05:59:17
sensor_2461,79,2024-08-06 02:23:47
sensor_14555,159,2024-02-03 16:43:44
sensor_1044,80,2024-04-09 22:27:18
sensor_8609,69,2024-01-08 05:18:48
sensor_13725,133,2024-04-27 12:57:24
sensor_9070,123,2024-09-01 23:45:50
sensor_12189,88,2024-04-24 00:25:37
sensor_7325,141,2024-02-07 21:10:35
sensor_275,53,2024-01-11 08:49:52
sensor_11772,158,2024-11-04 12:31:23
sensor_14126,150,2024-03-29 13:22:41
sensor_330,23,2024-05-12 16:07:38
sensor_3391,24,2024-08-19 10:21:15
sensor_10976,76,2024-09-02 21:53:25
sensor_11579,124,2024-10-01 02:24:58
sensor_11905,45,2024-02-25 18:43:28
sensor_3203,142,2024-05-25 12:38:11
sensor_11904,70,2024-03-17 11:37:09
sensor_11617,155,2024-05-03 10:52:32
sensor_6852,144,2024-01-10 15:29:18
sensor_11622,31,2024-09-02 23:32:40
sensor_5690,108,2024-07-23 12:06:25
sensor_11968,77,2024-05-02 02:13:29
sensor_8175,82,2024-02-25 02:15:19
sensor_13833,152,2024-08-10 20:08:51
sensor_5256,124,2024-08-22 20:56:40
sensor_4710,36,2024-06-16 16:22:58
sensor_11213,124,2024-10-21 11:58:15
sensor_4267,125,2024-01-23 17:36:22
sensor_13966,73,2024-07-30 08:27:14
sensor_3354,43,2024-05-02 02:25:53
sensor_14866,138,2024-06-18 18:11:59
sensor_3817,49,2024-05-06 19:28:02
sensor_14090,45,2024-11-02 05:38:52
sensor_9355,157,2024-03-03 10:35:50
sensor_4881,46,2024-07-25 23:08:38
sensor_13725,147,2024-07-30 07:45:05
sensor_13328,152,2024-03-29 21:02:05
sensor_6152,144,2024-03-26 09:51:49
sensor_7340,31,2024-10-05 12:59:12
sensor_3909,50,2024-11-11 23:08:55
sensor_1365,64,2024-04-16 14:32:30
sensor_820,103,2024-10-20 04:19:49
sensor_3570,29,2024-01-23 21:46:57
sensor_10948,139,2024-06-15 04:53:44
sensor_7075,119,2024-06-13 14:28:15
sensor_2013,38,2024-07-19 07:24:10
sensor_3076,104,2024-05-19 01:10:01
sensor_14879,86,2024-10-02 01:28:02
sensor_5007,80,2024-09-08 00:30:02
sensor_7426,49,2024-09-04 03:24:21
sensor_6097,61,2024-08-13 14:56:05
sensor_5468,56,2024-10-10 10:29:15
sensor_2382,34,2024-01-05 10:26:36
sensor_6886,103,2024-02-21 09:02:56
sensor_3521,110,2024-03-31 04:01:01
sensor_13882,99,2024-02-21 05:26:26
sensor_11726,29,2024-11-11 11:39:55
sensor_6308,81,2024-01-04 13:30:00
sensor_46,57,2024-03-10 06:44:09
sensor_8660,107,2024-05-30 18:01:35
sensor_543,53,2024-03-29 13:10:41
sensor_14176,114,2024-06-26 12:39:01
sensor_2490,154,2024-06-10 15:50:53
sensor_4466,135,2024-02-10 23:02:19
sensor_14088,103,2024-10-11 07:44:19
sensor_9392,124,2024-02-06 20:12:48
sensor_59,152,2024-06-14 08:17:58
sensor_12853,127,2024-08-22 05:06:56
sensor_8025,99,2024-05-02 09:04:54
sensor_11138,156,2024-09-24 13:59:13
sensor_5920,129,2024-10-16 17:46:56
sensor_2782,87,2024-08-07 01:06:07
sensor_3809,132,2024-06-18 02:49:45
sensor_1215,20,2024-03-25 23:31:41
sensor_11034,74,2024-08-09 20:37:42
sensor_5195,106,2024-01-15 19:40:24
sensor_11212,110,2024-10-08 07:11:38
sensor_12967,106,2024-04-24 13:14:51
sensor_9817,116,2024-10-20 12:04:58
sensor_9709,66,2024-11-15 09:31:33
sensor_11411,109,2024-04-26 19:10:39
sensor_11270,123,2024-06-28 00:39:45
sensor_461,153,2024-03-27 21:21:39
sensor_3792,100,2024-01-19 16:57:36
sensor_437,131,2024-10-22 08:50:05
sensor_13504,92,2024-04-12 21:27:16
sensor_2724,23,2024-02-26 21:38:11
sensor_6032,37,2024-04-06 03:07:02
sensor_11798,89,2024-11-18 20:32:15
sensor_5906,49,2024-07-13 15:54:58
sensor_8744,133,2024-03-27 12:18:21
sensor_10456,62,2024-01-23 14:07:41
sensor_8722,102,2024-11-01 13:06:21
sensor_4561,150,2024-09-11 11:22:25
sensor_777,61,2024-01-03 17:27:10
sensor_13048,82,2024-11-08 10:10:59
sensor_9707,45,2024-11-18 00:24:53
sensor_14251,73,2024-09-28 16:48:03
sensor_1630,54,2024-07-13 18:59:18
sensor_1596,87,2024-01-11 06:27:01
sensor_742,67,2024-10-25 09:35:27
sensor_9462,80,2024-06-08 04:00:40
sensor_5284,36,2024-04-13 01:27:07
sensor_5986,109,2024-04-13 20:46:41
sensor_9591,37,2024-09-19 06:05:52
sensor_6577,35,2024-02-21 17:39:57
sensor_10321,144,2024-01-21 11:52:21
sensor_14736,137,2024-05-18 18:08:24
sensor_10382,107,2024-06-16 07:24:39
sensor_3018,88,2024-07-15 19:16:40
sensor_3712,85,2024-05-08 00:16:15
sensor_14279,152,2024-07-26 10:14:59
sensor_7333,61,2024-03-13 01:37:28
sensor_3130,49,2024-07-22 13:39:00
sensor_10250,154,2024-03-04 13:33:42
sensor_10547,115,2024-09-04 12:09:02
sensor_7699,76,2024-07-14 16:37:24
sensor_12073,53,2024-06-30 00:35:40
sensor_9973,39,2024-03-22 03:39:23
sensor_12949,225,2024-09-14 21:48:43
sensor_1503,134,2024-06-24 09:10:43
sensor_4321,144,2024-06-19 17:28:19
sensor_7820,60,2024-09-22 23:58:24
sensor_5180,25,2024-07-11 06:39:35
sensor_164,130,2024-08-22 14:40:07
sensor_1061,50,2024-09-26 07:25:05
sensor_5782,146,2024-10-25 13:42:48
sensor_9302,155,2024-09-18 20:49:51
sensor_9697,106,2024-03-10 16:08:28
sensor_1335,160,2024-01-22 21:55:21
sensor_13245,155,2024-07-20 12:32:59
sensor_11391,130,2024-04-05 12:42:50
sensor_3140,58,2024-03-08 19:12:04
sensor_2930,104,2024-10-10 05:22:51
sensor_3015,103,2024-11-16 02:16:16
sensor_4770,131,2024-04-19 02:17:50
sensor_12507,63,2024-03-19 00:19:21
sensor_11460,63,2024-05-27 07:58:36
sensor_7896,82,2024-10-08 07:19:13
sensor_771,35,2024-10-14 09:16:23
sensor_1505,155,2024-10-12 21:03:14
sensor_13018,153,2024-09-30 06:11:25
sensor_383,85,2024-10-22 10:55:08
sensor_12027,126,2024-01-01 00:24:33
sensor_4745,147,2024-11-01 13:16:12
sensor_9507,58,2024-01-19 08:55:55
sensor_12396,125,2024-04-10 18:27:10
sensor_8215,107,2024-05-28 02:30:09
sensor_12326,159,2024-02-02 21:42:04
sensor_1291,87,2024-08-08 12:21:20
sensor_10373,48,2024-03-07 00:20:25
sensor_235,128,2024-04-15 00:51:18
sensor_10936,115,2024-04-03 23:49:46
sensor_10626,80,2024-11-14 02:33:12
sensor_3644,66,2024-07-09 16:24:21
sensor_3349,53,2024-07-15 13:01:38
sensor_13624,55,2024-03-27 23:22:54
sensor_11234,107,2024-11-06 20:06:50
sensor_6126,64,2024-08-26 01:21:13
sensor_5022,60,2024-09-21 02:40:46
sensor_6682,91,2024-09-05 17:21:44
sensor_2937,139,2024-02-22 18:11:45
sensor_4409,85,2024-06-29 23:00:57
sensor_11223,152,2024-02-04 04:26:05
sensor_3740,135,2024-02-16 09:50:55
sensor_3997,134,2024-04-05 17:29:26
sensor_10437,101,2024-06-20 21:36:07
sensor_4205,33,2024-02-11 06:29:26
sensor_5040,151,2024-07-26 20:51:59
sensor_11853,100,2024-07-16 16:57:14
sensor_13500,122,2024-06-12 01:24:17
sensor_9867,143,2024-03-24 03:17:36
sensor_10940,91,2024-06-18 10:11:55
sensor_3315,46,2024-08-22 07:03:10
sensor_13745,121,2024-10-01 11:53:59
sensor_8887,74,2024-09-26 04:08:37
sensor_8534,48,2024-03-09 08:24:24
sensor_2606,124,2024-01-12 14:50:30
sensor_12902,21,2024-05-28 13:58:16
sensor_1870,88,2024-03-01 08:16:46
sensor_11400,102,2024-08-12 11:58:33
sensor_13435,32,2024-03-07 03:11:41
sensor_11128,101,2024-02-07 23:03:29
sensor_2069,22,2024-05-24 03:02:27
sensor_618,40,2024-10-12 15:30:27
sensor_680,110,2024-06-22 22:56:54
sensor_8795,62,2024-05-24 19:12:03
sensor_10898,110,2024-09-06 03:35:11
sensor_4205,77,2024-01-23 13:52:44
sensor_5758,67,2024-02-11 18:36:28
sensor_13350,23,2024-07-29 14:47:51
sensor_11130,83,2024-01-29 15:29:08
sensor_7504,150,2024-03-27 17:57:58
sensor_8546,129,2024-07-19 05:48:16
sensor_10538,29,2024-10-31 11:08:27
sensor_13320,96,2024-08-31 11:40:51
sensor_10484,132,2024-03-19 05:36:53
sensor_4370,99,2024-05-18 21:04:34
sensor_11991,157,2024-10-19 09:18:35
sensor_11887,79,2024-08-07 19:35:48
sensor_4525,155,2024-04-16 07:43:23
sensor_4456,51,2024-09-30 15:41:34
sensor_14509,52,2024-08-22 14:07:23
sensor_4508,48,2024-01-17 15:36:55
sensor_3293,80,2024-08-26 00:45:02
sensor_9147,69,2024-09-07 22:32:54
sensor_4128,35,2024-11-19 07:15:40
sensor_1504,61,2024-03-14 22:00:00
sensor_898,141,2024-01-06 07:07:45
sensor_3678,64,2024-09-23 17:17:22
sensor_8856,152,2024-10-14 09:54:53
sensor_11963,146,2024-08-29 19:08:19
sensor_13033,78,2024-08-23 10:41:05
sensor_1039,49,2024-09-18 16:00:15
sensor_12948,49,2024-07-05 23:44:07
sensor_14300,148,2024-09-23 02:25:57
sensor_12565,155,2024-02-03 02:45:06
sensor_12927,142,2024-11-18 16:00:29
sensor_14679,39,2024-06-10 16:02:41
sensor_11348,32,2024-02-16 18:00:44
sensor_9901,97,2024-07-23 09:33:29
sensor_14916,50,2024-04-28 23:33:08
sensor_13587,101,2024-07-03 09:16:37
sensor_14163,59,2024-08-09 12:29:11
sensor_8733,36,2024-04-12 03:54:52
sensor_6962,139,2024-09-30 14:48:05
sensor_5303,29,2024-05-22 04:58:45
sensor_11475,44,2024-11-08 02:54:54
sensor_4035,150,2024-09-01 23:22:28
sensor_3992,76,2024-11-18 07:01:19
sensor_2029,24,2024-05-05 14:14:15
sensor_6318,63,2024-09-01 09:25:58
sensor_9429,120,2024-09-13 11:15:04
sensor_10975,65,2024-10-13 20:26:51
sensor_6175,151,2024-01-20 12:59:12
sensor_7032,135,2024-06-27 07:48:32
sensor_6719,85,2024-08-10 21:51:43
sensor_9872,81,2024-05-25 12:18:48
sensor_1248,108,2024-11-17 19:29:31
sensor_152,125,2024-03-17 01:01:21
sensor_13060,72,2024-10-06 05:49:59
sensor_13432,36,2024-03-05 23:45:49
sensor_3674,64,2024-09-17 01:13:42
sensor_4473,25,2024-06-08 06:10:14
sensor_1984,106,2024-01-29 17:34:16
sensor_2824,87,2024-05-04 11:49:45
sensor_14441,160,2024-11-03 19:55:36
sensor_14917,62,2024-09-26 21:37:04
sensor_4995,152,2024-01-08 16:00:04
sensor_12053,159,2024-06-20 18:19:45
sensor_4537,35,2024-10-26 21:15:03
sensor_4161,83,2024-03-27 14:10:51
sensor_2392,70,2024-04-16 12:57:59
sensor_4558,135,2024-10-01 17:50:14
sensor_13080,154,2024-09-17 23:38:10
sensor_14794,38,2024-04-04 02:27:36
sensor_13842,40,2024-06-05 05:29:58
sensor_6062,91,2024-04-10 07:09:19
sensor_7738,37,2024-09-03 11:03:34
sensor_569,119,2024-07-09 13:49:13
sensor_11845,50,2024-08-09 02:52:20
sensor_8354,148,2024-10-26 15:09:59
sensor_11086,113,2024-09-30 01:07:14
sensor_4213,72,2024-06-10 19:44:54
sensor_10582,24,2024-05-18 13:18:09
sensor_4779,67,2024-01-03 10:26:42
sensor_991,62,2024-05-20 04:30:25
sensor_14585,152,2024-02-12 20:25:30
sensor_9891,103,2024-04-18 21:05:41
sensor_6084,118,2024-02-20 08:04:14
sensor_8725,84,2024-03-29 16:58:35
sensor_9126,74,2024-09-07 13:26:20
sensor_6311,20,2024-06-24 07:54:35
sensor_6266,113,2024-05-09 03:07:03
sensor_6651,148,2024-03-18 21:34:30
sensor_2159,109,2024-01-28 17:09:05
sensor_7661,125,2024-06-28 16:51:18
sensor_14562,80,2024-05-29 04:27:06
sensor_9652,139,2024-02-23 15:29:55
sensor_7231,81,2024-10-03 19:48:17
sensor_3420,126,2024-08-22 02:32:15
sensor_11497,36,2024-09-12 17:05:20
sensor_4642,119,2024-07-06 11:27:43
sensor_11547,80,2024-08-12 02:38:19
sensor_13316,69,2024-03-25 00:04:12
sensor_8359,150,2024-11-13 19:28:01
sensor_11364,99,2024-03-11 08:32:12
sensor_9228,23,2024-08-05 12:07:13
sensor_12292,21,2024-09-26 00:11:26
sensor_7151,34,2024-08-03 13:29:01
sensor_3689,57,2024-08-11 13:00:35
sensor_9817,95,2024-01-21 19:03:20
sensor_2213,104,2024-03-20 08:01:02
sensor_2282,77,2024-06-13 17:04:07
sensor_1658,94,2024-02-02 20:18:34
sensor_13040,98,2024-08-01 20:11:57
sensor_7267,58,2024-04-03 04:49:39
sensor_10012,20,2024-09-14 06:38:34
sensor_7549,56,2024-03-21 02:26:28
sensor_6783,30,2024-08-07 21:52:25
sensor_14167,34,2024-08-12 14:58:45
sensor_12918,106,2024-10-20 18:45:32
sensor_2193,94,2024-10-08 06:48:17
sensor_10446,77,2024-07-21 03:17:20
sensor_6325,58,2024-01-27 17:24:04
sensor_6107,104,2024-03-11 21:08:26
sensor_6050,111,2024-08-25 12:37:03
sensor_11695,114,2024-04-29 05:22:00
sensor_7959,35,2024-06-09 11:24:27
sensor_10189,75,2024-07-14 15:48:52
sensor_12140,135,2024-06-02 02:26:17
sensor_4711,130,2024-11-07 07:41:18
sensor_5276,133,2024-05-19 02:38:35
sensor_1219,123,2024-07-09 13:34:47
sensor_2599,120,2024-07-20 05:09:40
sensor_12393,104,2024-01-16 15:55:22
sensor_3478,93,2024-03-21 22:20:42
sensor_13750,137,2024-01-12 23:39:36
sensor_14433,139,2024-02-26 22:09:33
sensor_7868,50,2024-11-07 20:23:30
sensor_13704,29,2024-10-04 12:53:29
sensor_11349,60,2024-04-05 19:35:26
sensor_9239,54,2024-03-16 15:44:59
sensor_5402,124,2024-07-22 04:23:34
sensor_3467,132,2024-02-26 10:44:10
sensor_1514,154,2024-02-05 13:13:43
sensor_8809,151,2024-05-16 09:43:19
sensor_5467,105,2024-08-21 13:19:34
sensor_3509,157,2024-02-24 10:25:21
sensor_1865,122,2024-06-18 12:33:12
sensor_11967,159,2024-01-10 19:17:16
sensor_9968,137,2024-01-23 21:14:48
sensor_4619,147,2024-07-20 23:18:48
sensor_12361,28,2024-04-13 08:08:19
sensor_13954,118,2024-08-21 16:05:53
sensor_9343,32,2024-10-09 16:05:03
sensor_13778,35,2024-07-07 20:41:54
sensor_48,52,2024-10-01 07:07:41
sensor_9938,148,2024-08-04 14:38:38
sensor_9327,129,2024-03-14 20:11:21
sensor_4137,33,2024-03-08 17:10:43
sensor_14078,76,2024-01-28 13:08:55
sensor_7075,120,2024-09-04 04:21:43
sensor_1749,120,2024-02-20 19:42:07
sensor_11244,63,2024-05-15 22:52:30
sensor_2271,127,2024-05-09 03:48:37
sensor_12441,104,2024-09-01 06:04:41
sensor_12938,134,2024-04-01 23:00:22
sensor_13379,120,2024-01-02 00:58:44
sensor_4480,70,2024-06-19 10:17:39
sensor_12775,109,2024-08-26 17:39:02
sensor_12300,106,2024-05-11 03:23:37
sensor_10276,151,2024-03-22 16:22:02
