transaction_id,client_id,transaction_date,amount,transaction_type,location,device_type,is_fraud,location_type,currency
TRANS_4314,CLIENTE_2687,2021-12-28 03:24:52,2708.46,depósito,"De (Puntarenas, Golfito) hacia (República Dominicana, Santo Domingo)",tableta,0,Internacional,USD
TRANS_4315,CLIENTE_144,2023-05-09 18:10:11,2868.62,compra,"De (Puntarenas, Corredores) hacia (Cartago, Alvarado)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4316,CLIENTE_928,2022-08-22 10:58:36,8412.93,compra,"De (San José, Montes de Oca) hacia (Guanacaste, Abangares)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4317,CLIENTE_2422,2022-01-21 23:37:11,312.96,pago,"De (Limón, Pococí) hacia (Heredia, Heredia)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4318,CLIENTE_603,2020-06-02 13:32:11,444.5,retiro,"De (San José, Montes de Oca) hacia (Limón, Talamanca)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4319,CLIENTE_1376,2019-01-23 04:22:39,128.93,pago,"De (Cartago, Oreamuno) hacia (Puntarenas, Parrita)",POS,0,Nacional,USD
TRANS_4320,CLIENTE_2470,2020-12-19 14:31:31,2653.0,retiro,"De (Cartago, El Guarco) hacia (San José, Desamparados)",cajero automático,1,Nacional,USD
TRANS_4321,CLIENTE_680,2020-08-10 18:55:42,108.15,compra,"De (Alajuela, San Ramón) hacia (Bosnia y Herzegovina, Sarajevo)",cajero automático,0,Internacional,USD
TRANS_4322,CLIENTE_1288,2023-11-21 11:00:17,3548.42,compra,"De (Guanacaste, Nicoya) hacia (San José, Pérez Zeledón)",móvil,1,Nacional,USD
TRANS_4323,CLIENTE_2884,2020-08-13 06:06:59,4777.19,transferencia,"De (Limón, Pococí) hacia (Limón, Pococí)",web,0,Nacional,USD
TRANS_4324,CLIENTE_1879,2023-11-30 17:00:26,77.82,retiro,"De (Limón, Siquirres) hacia (Cartago, El Guarco)",POS,0,Nacional,USD
TRANS_4325,CLIENTE_323,2023-10-01 19:53:31,284.73,retiro,"De (Cartago, Paraíso) hacia (Puntarenas, Quepos)",web,0,Nacional,USD
TRANS_4326,CLIENTE_988,2021-02-04 02:07:12,1061.07,retiro,"De (Alajuela, Alajuela) hacia (Puntarenas, Quepos)",web,1,Nacional,USD
TRANS_4327,CLIENTE_1430,2022-03-15 01:36:36,6293.36,transferencia,"De (Alajuela, Upala) hacia (Heredia, Belén)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4328,CLIENTE_143,2021-08-06 23:06:56,1440.16,transferencia,"De (Alajuela, Atenas) hacia (Limón, Pococí)",cajero automático,1,Nacional,USD
TRANS_4329,CLIENTE_2353,2019-09-08 22:49:21,13977.45,depósito,"De (Alajuela, Los Chiles) hacia (Alemania, Berlín)",POS,0,Internacional,USD
TRANS_4330,CLIENTE_2928,2023-07-30 08:31:07,636.01,retiro,"De (Alajuela, Zarcero) hacia (Montenegro, Podgorica)",POS,0,Internacional,USD
TRANS_4331,CLIENTE_2598,2021-06-08 17:19:41,3672.97,depósito,"De (San José, Pérez Zeledón) hacia (San José, Pérez Zeledón)",desconocido,0,Nacional,USD
TRANS_4332,CLIENTE_1676,2022-07-02 11:59:21,3837.42,transferencia,"De (Puntarenas, Corredores) hacia (Heredia, Santa Bárbara)",cajero automático,0,Nacional,USD
TRANS_4333,CLIENTE_2832,2022-04-09 02:44:39,226.5,compra,"De (Guanacaste, Carrillo) hacia (Heredia, San Isidro)",POS,0,Nacional,USD
TRANS_4334,CLIENTE_2391,2022-12-22 18:26:51,52.22,retiro,"De (San José, Desamparados) hacia (Limón, Guápiles)",tableta,0,Nacional,USD
TRANS_4335,CLIENTE_1058,2022-07-04 05:57:39,5824.93,transferencia,"De (Alajuela, Los Chiles) hacia (Limón, Guápiles)",tableta,0,Nacional,USD
TRANS_4336,CLIENTE_2932,2023-04-21 05:34:40,86.46,compra,"De (San José, Acosta) hacia (Dominica, Roseau)",dispositivo_sospechoso,0,Internacional,USD
TRANS_4337,CLIENTE_2755,2022-05-08 00:23:17,88.72,compra,"De (Guanacaste, Tilarán) hacia (Cartago, El Guarco)",web,0,Nacional,USD
TRANS_4338,CLIENTE_75,2022-05-28 22:16:23,650.08,pago,"De (Limón, Pococí) hacia (Limón, Pococí)",web,0,Nacional,USD
TRANS_4339,CLIENTE_2610,2023-02-02 01:45:39,2706.77,transferencia,"De (Guanacaste, Carrillo) hacia (Puntarenas, Corredores)",tableta,0,Nacional,USD
TRANS_4340,CLIENTE_2789,2023-11-08 04:45:37,62.29,compra,"De (San José, Escazú) hacia (Limón, Siquirres)",POS,0,Nacional,USD
TRANS_4341,CLIENTE_1135,2021-08-18 05:49:24,4836.28,retiro,"De (Puntarenas, Esparza) hacia (San José, Pérez Zeledón)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4342,CLIENTE_2833,2023-04-27 08:33:08,416.98,pago,"De (Puntarenas, Golfito) hacia (Puntarenas, Osa)",tableta,0,Nacional,USD
TRANS_4343,CLIENTE_2729,2019-07-21 03:43:17,5104.67,depósito,"De (Cartago, Jiménez) hacia (Alajuela, Naranjo)",móvil,0,Nacional,USD
TRANS_4344,CLIENTE_1822,2022-07-22 19:28:05,261.52,pago,"De (San José, Puriscal) hacia (Guanacaste, Carrillo)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4345,CLIENTE_179,2019-03-27 05:12:53,306.21,retiro,"De (Puntarenas, Buenos Aires) hacia (Cartago, Oreamuno)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4346,CLIENTE_1544,2021-03-12 13:59:25,256.33,compra,"De (Guanacaste, Bagaces) hacia (Heredia, Santo Domingo)",desconocido,0,Nacional,USD
TRANS_4347,CLIENTE_2393,2021-06-09 07:44:52,746.25,retiro,"De (Alajuela, San Ramón) hacia (Guanacaste, Liberia)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4348,CLIENTE_2993,2019-10-11 12:10:07,503.12,pago,"De (Cartago, Oreamuno) hacia (Lituania, Vilna)",móvil,0,Internacional,USD
TRANS_4349,CLIENTE_2883,2023-01-09 17:12:48,276.45,retiro,"De (Puntarenas, Aguirre) hacia (San José, Puriscal)",tableta,0,Nacional,USD
TRANS_4350,CLIENTE_784,2022-12-25 03:56:49,3303.67,transferencia,"De (San José, Dota) hacia (Puntarenas, Puntarenas)",desconocido,0,Nacional,USD
TRANS_4351,CLIENTE_1572,2020-05-26 03:09:16,10703.41,transferencia,"De (Puntarenas, Corredores) hacia (Jamaica, Kingston)",desconocido,1,Internacional,USD
TRANS_4352,CLIENTE_125,2021-08-30 23:22:48,9782.12,pago,"De (San José, Escazú) hacia (Serbia, Belgrado)",desconocido,1,Internacional,USD
TRANS_4353,CLIENTE_944,2023-10-09 03:13:52,11555.71,depósito,"De (San José, Alajuelita) hacia (Cartago, Jiménez)",móvil,1,Nacional,USD
TRANS_4354,CLIENTE_488,2021-04-20 04:21:51,10570.71,retiro,"De (Puntarenas, Montes de Oro) hacia (Limón, Pococí)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4355,CLIENTE_284,2019-05-21 01:43:27,3373.51,transferencia,"De (San José, Escazú) hacia (San José, Acosta)",desconocido,0,Nacional,USD
TRANS_4356,CLIENTE_646,2020-03-05 00:50:02,6139.35,pago,"De (San José, Vázquez de Coronado) hacia (Macedonia del Norte, Skopie)",móvil,1,Internacional,USD
TRANS_4357,CLIENTE_1452,2019-04-10 08:01:30,7549.01,depósito,"De (San José, Dota) hacia (Alajuela, Atenas)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4358,CLIENTE_2361,2020-01-01 10:52:21,274.38,compra,"De (Heredia, Santa Bárbara) hacia (Guanacaste, Liberia)",móvil,0,Nacional,USD
TRANS_4359,CLIENTE_2125,2023-02-26 21:09:17,2919.22,transferencia,"De (San José, Tarrazu) hacia (Heredia, San Isidro)",web,0,Nacional,USD
TRANS_4360,CLIENTE_2620,2022-02-16 13:12:02,330.83,retiro,"De (San José, Montes de Oca) hacia (Alajuela, Naranjo)",POS,0,Nacional,USD
TRANS_4361,CLIENTE_2255,2019-01-17 01:32:30,7215.32,compra,"De (San José, Escazú) hacia (Cartago, Jiménez)",desconocido,1,Nacional,USD
TRANS_4362,CLIENTE_872,2019-02-27 00:06:26,606.35,retiro,"De (Alajuela, Guatuso) hacia (Alajuela, Zarcero)",tableta,0,Nacional,USD
TRANS_4363,CLIENTE_1862,2020-04-01 23:36:15,548.87,retiro,"De (Puntarenas, Quepos) hacia (San José, Tarrazu)",cajero automático,0,Nacional,USD
TRANS_4364,CLIENTE_2621,2021-02-22 01:23:03,8327.7,depósito,"De (San José, Acosta) hacia (Heredia, Belén)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4365,CLIENTE_864,2022-06-13 00:41:06,2872.5,depósito,"De (Alajuela, Alajuela) hacia (Islandia, Reikiavik)",web,0,Internacional,USD
TRANS_4366,CLIENTE_2771,2019-02-13 03:41:43,249.86,retiro,"De (San José, La Unión) hacia (Estonia, Tallin)",web,0,Internacional,USD
TRANS_4367,CLIENTE_738,2019-06-08 11:59:59,18778.7,depósito,"De (Guanacaste, Liberia) hacia (Islandia, Reikiavik)",cajero automático,0,Internacional,USD
TRANS_4368,CLIENTE_828,2022-09-20 07:12:38,9879.54,depósito,"De (Puntarenas, Aguirre) hacia (Puntarenas, Buenos Aires)",móvil,0,Nacional,USD
TRANS_4369,CLIENTE_1015,2022-03-08 01:50:27,11991.05,retiro,"De (Heredia, San Rafael) hacia (Cartago, Turrialba)",web,1,Nacional,USD
TRANS_4370,CLIENTE_1805,2019-01-16 14:15:04,17076.52,depósito,"De (Puntarenas, Quepos) hacia (Heredia, Heredia)",tableta,0,Nacional,USD
TRANS_4371,CLIENTE_381,2023-01-01 14:53:23,5662.01,transferencia,"De (Cartago, La Unión) hacia (Puntarenas, Corredores)",desconocido,0,Nacional,USD
TRANS_4372,CLIENTE_786,2020-02-06 22:20:59,12937.49,depósito,"De (Limón, Pococí) hacia (San José, Dota)",cajero automático,0,Nacional,USD
TRANS_4373,CLIENTE_163,2019-05-14 20:11:13,170.56,retiro,"De (Heredia, Santa Bárbara) hacia (San José, Desamparados)",desconocido,0,Nacional,USD
TRANS_4374,CLIENTE_1558,2023-09-02 13:55:20,542.32,pago,"De (Puntarenas, Buenos Aires) hacia (Nicaragua, Managua)",tableta,0,Internacional,USD
TRANS_4375,CLIENTE_786,2023-12-15 00:04:25,7927.77,transferencia,"De (Guanacaste, Bagaces) hacia (Cartago, La Unión)",tableta,1,Nacional,USD
TRANS_4376,CLIENTE_1846,2021-01-08 00:46:50,724.89,retiro,"De (Cartago, Cartago) hacia (Cartago, Oreamuno)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4377,CLIENTE_2681,2022-07-18 04:31:45,11765.79,depósito,"De (Cartago, Oreamuno) hacia (Guanacaste, Bagaces)",cajero automático,0,Nacional,USD
TRANS_4378,CLIENTE_2113,2019-11-11 02:56:28,14.87,compra,"De (San José, Puriscal) hacia (San José, Puriscal)",tableta,0,Nacional,USD
TRANS_4379,CLIENTE_782,2023-07-04 00:11:07,914.47,pago,"De (Heredia, San Rafael) hacia (San José, Vázquez de Coronado)",móvil,0,Nacional,USD
TRANS_4380,CLIENTE_2050,2023-12-11 04:39:54,45.32,compra,"De (San José, Puriscal) hacia (Heredia, Santa Bárbara)",tableta,0,Nacional,USD
TRANS_4381,CLIENTE_663,2021-02-24 15:51:41,766.68,retiro,"De (Puntarenas, Buenos Aires) hacia (Cartago, Paraíso)",POS,0,Nacional,USD
TRANS_4382,CLIENTE_647,2022-06-16 03:24:50,2257.22,depósito,"De (Limón, Guápiles) hacia (Puntarenas, Parrita)",POS,0,Nacional,USD
TRANS_4383,CLIENTE_1507,2020-02-11 21:27:14,4496.99,retiro,"De (Cartago, Oreamuno) hacia (Luxemburgo, Luxemburgo)",tableta,1,Internacional,USD
TRANS_4384,CLIENTE_2485,2020-09-18 06:50:50,129.52,pago,"De (San José, Alajuelita) hacia (Puntarenas, Coto Brus)",móvil,0,Nacional,USD
TRANS_4385,CLIENTE_250,2020-06-11 16:20:20,14248.8,depósito,"De (Cartago, La Unión) hacia (Alemania, Berlín)",desconocido,0,Internacional,USD
TRANS_4386,CLIENTE_1944,2020-02-21 20:25:49,6157.33,transferencia,"De (Alajuela, Alajuela) hacia (Puntarenas, Corredores)",POS,0,Nacional,USD
TRANS_4387,CLIENTE_2016,2019-12-19 12:11:04,6436.84,depósito,"De (Cartago, Oreamuno) hacia (Heredia, San Isidro)",web,0,Nacional,USD
TRANS_4388,CLIENTE_215,2023-10-09 18:50:03,141.52,compra,"De (Guanacaste, Bagaces) hacia (Guanacaste, Cañas)",cajero automático,0,Nacional,USD
TRANS_4389,CLIENTE_2431,2019-07-31 20:12:31,567.11,retiro,"De (Alajuela, Palmares) hacia (Heredia, Barva)",desconocido,0,Nacional,USD
TRANS_4390,CLIENTE_921,2023-01-29 11:00:59,6043.34,depósito,"De (Guanacaste, Tilarán) hacia (San José, Acosta)",cajero automático,1,Nacional,USD
TRANS_4391,CLIENTE_2664,2019-06-17 18:56:53,9666.15,depósito,"De (Guanacaste, Cañas) hacia (Puntarenas, Montes de Oro)",desconocido,1,Nacional,USD
TRANS_4392,CLIENTE_1348,2021-11-18 11:16:36,4837.24,transferencia,"De (Alajuela, Guatuso) hacia (Limón, Limón)",cajero automático,0,Nacional,USD
TRANS_4393,CLIENTE_1661,2021-06-20 19:14:23,72.46,compra,"De (Guanacaste, Liberia) hacia (Heredia, Belén)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4394,CLIENTE_1396,2021-07-04 10:10:21,308.9,retiro,"De (Guanacaste, Santa Cruz) hacia (Guanacaste, Liberia)",cajero automático,0,Nacional,USD
TRANS_4395,CLIENTE_991,2022-06-12 02:21:07,728.1,transferencia,"De (Puntarenas, Parrita) hacia (San José, Montes de Oca)",desconocido,0,Nacional,USD
TRANS_4396,CLIENTE_1691,2019-12-16 01:44:47,125.47,compra,"De (Puntarenas, Golfito) hacia (Guanacaste, Cañas)",cajero automático,0,Nacional,USD
TRANS_4397,CLIENTE_2460,2021-09-09 22:47:59,253.09,compra,"De (San José, Tarrazu) hacia (Rumania, Bucarest)",desconocido,0,Internacional,USD
TRANS_4398,CLIENTE_1968,2023-02-18 18:03:35,47.08,compra,"De (Cartago, Jiménez) hacia (Alajuela, Naranjo)",desconocido,0,Nacional,USD
TRANS_4399,CLIENTE_830,2023-07-15 07:43:45,5220.62,depósito,"De (San José, Acosta) hacia (Puntarenas, Buenos Aires)",tableta,0,Nacional,USD
TRANS_4400,CLIENTE_140,2022-03-10 17:15:43,13864.45,retiro,"De (Puntarenas, Buenos Aires) hacia (Puntarenas, Quepos)",POS,1,Nacional,USD
TRANS_4401,CLIENTE_828,2023-01-31 17:07:11,1707.4,depósito,"De (Puntarenas, Coto Brus) hacia (Puntarenas, Aguirre)",cajero automático,1,Nacional,USD
TRANS_4402,CLIENTE_2120,2019-12-13 14:43:46,17085.3,depósito,"De (Alajuela, Alajuela) hacia (Limón, Talamanca)",tableta,0,Nacional,USD
TRANS_4403,CLIENTE_78,2023-06-20 22:43:45,86.21,retiro,"De (Guanacaste, Cañas) hacia (Cartago, La Unión)",POS,0,Nacional,USD
TRANS_4404,CLIENTE_1582,2019-06-04 15:05:30,294.95,compra,"De (Puntarenas, Quepos) hacia (Alajuela, Palmares)",web,0,Nacional,USD
TRANS_4405,CLIENTE_299,2023-08-10 05:52:46,13344.01,compra,"De (Alajuela, Palmares) hacia (Heredia, Belén)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4406,CLIENTE_2090,2021-05-04 22:37:55,506.82,retiro,"De (Guanacaste, Santa Cruz) hacia (Polonia, Varsovia)",desconocido,0,Internacional,USD
TRANS_4407,CLIENTE_43,2022-03-30 12:29:28,777.54,retiro,"De (San José, Tarrazu) hacia (Heredia, Barva)",tableta,0,Nacional,USD
TRANS_4408,CLIENTE_1252,2023-01-08 17:04:48,8769.09,depósito,"De (Limón, Pococí) hacia (Puntarenas, Osa)",móvil,0,Nacional,USD
TRANS_4409,CLIENTE_40,2023-04-29 03:01:36,1042.27,depósito,"De (Puntarenas, Corredores) hacia (Limón, Siquirres)",cajero automático,0,Nacional,USD
TRANS_4410,CLIENTE_340,2021-04-29 13:34:56,17934.74,depósito,"De (Cartago, Paraíso) hacia (Heredia, Belén)",cajero automático,0,Nacional,USD
TRANS_4411,CLIENTE_1007,2022-06-29 14:05:11,1313.53,transferencia,"De (Cartago, La Unión) hacia (Guanacaste, Nicoya)",web,1,Nacional,USD
TRANS_4412,CLIENTE_1671,2019-12-25 12:00:33,2640.89,pago,"De (San José, Curridabat) hacia (Alajuela, San Ramón)",desconocido,1,Nacional,USD
TRANS_4413,CLIENTE_2686,2023-12-08 11:59:35,2841.89,transferencia,"De (Heredia, Barva) hacia (Guanacaste, Nicoya)",web,1,Nacional,USD
TRANS_4414,CLIENTE_1562,2023-06-15 21:30:52,8131.04,depósito,"De (Cartago, Cartago) hacia (Haití, Puerto Príncipe)",dispositivo_sospechoso,0,Internacional,USD
TRANS_4415,CLIENTE_2142,2022-07-01 15:34:44,2004.39,transferencia,"De (Guanacaste, Bagaces) hacia (San José, Puriscal)",web,0,Nacional,USD
TRANS_4416,CLIENTE_100,2023-02-06 20:12:02,223.1,compra,"De (San José, Desamparados) hacia (Puntarenas, Golfito)",web,0,Nacional,USD
TRANS_4417,CLIENTE_2037,2021-11-28 18:06:23,6195.83,transferencia,"De (Puntarenas, Coto Brus) hacia (Limón, Siquirres)",POS,0,Nacional,USD
TRANS_4418,CLIENTE_2770,2022-07-24 13:05:26,9552.74,depósito,"De (Puntarenas, Puntarenas) hacia (Guanacaste, Liberia)",desconocido,1,Nacional,USD
TRANS_4419,CLIENTE_819,2023-10-21 15:52:43,12141.96,transferencia,"De (Cartago, Paraíso) hacia (Guanacaste, Bagaces)",tableta,1,Nacional,USD
TRANS_4420,CLIENTE_1055,2022-10-27 23:51:18,106.22,retiro,"De (Puntarenas, Corredores) hacia (Limón, Talamanca)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4421,CLIENTE_962,2022-04-08 13:18:59,48.73,compra,"De (Heredia, Heredia) hacia (Alajuela, Upala)",móvil,0,Nacional,USD
TRANS_4422,CLIENTE_881,2022-09-17 07:38:30,943.41,transferencia,"De (Guanacaste, Cañas) hacia (España, Madrid)",tableta,0,Internacional,USD
TRANS_4423,CLIENTE_2908,2023-10-06 17:03:43,520.57,transferencia,"De (San José, Vázquez de Coronado) hacia (Puntarenas, Esparza)",tableta,0,Nacional,USD
TRANS_4424,CLIENTE_1072,2020-11-01 08:30:22,13973.58,pago,"De (Alajuela, Los Chiles) hacia (Limón, Limón)",web,1,Nacional,USD
TRANS_4425,CLIENTE_2705,2022-07-19 21:58:12,42.36,compra,"De (Cartago, Jiménez) hacia (Alajuela, Grecia)",POS,0,Nacional,USD
TRANS_4426,CLIENTE_1954,2023-09-26 08:49:54,3201.8,depósito,"De (Cartago, La Unión) hacia (Guanacaste, Tilarán)",desconocido,1,Nacional,USD
TRANS_4427,CLIENTE_2689,2021-07-21 06:07:51,9939.46,depósito,"De (Puntarenas, Corredores) hacia (Letonia, Riga)",cajero automático,1,Internacional,USD
TRANS_4428,CLIENTE_580,2022-07-18 17:31:28,1571.68,transferencia,"De (San José, Puriscal) hacia (Heredia, Barva)",POS,0,Nacional,USD
TRANS_4429,CLIENTE_996,2020-06-26 02:57:21,788.63,transferencia,"De (Guanacaste, Santa Cruz) hacia (Cartago, El Guarco)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4430,CLIENTE_2591,2023-11-16 06:53:06,509.25,pago,"De (Puntarenas, Quepos) hacia (Eslovenia, Liubliana)",móvil,0,Internacional,USD
TRANS_4431,CLIENTE_2659,2021-08-24 12:41:24,4047.16,compra,"De (Limón, Talamanca) hacia (San José, Puriscal)",tableta,1,Nacional,USD
TRANS_4432,CLIENTE_2748,2021-03-10 18:58:30,142.05,compra,"De (Heredia, Santa Bárbara) hacia (Guanacaste, Bagaces)",tableta,0,Nacional,USD
TRANS_4433,CLIENTE_2986,2021-02-26 05:10:27,14880.28,depósito,"De (Puntarenas, Buenos Aires) hacia (Jamaica, Kingston)",tableta,0,Internacional,USD
TRANS_4434,CLIENTE_1362,2022-05-18 01:48:22,56.12,pago,"De (Limón, Pococí) hacia (Letonia, Riga)",POS,0,Internacional,USD
TRANS_4435,CLIENTE_1959,2021-07-06 14:05:32,310.45,pago,"De (Cartago, Jiménez) hacia (San José, Curridabat)",móvil,0,Nacional,USD
TRANS_4436,CLIENTE_262,2023-12-04 13:41:26,879.41,pago,"De (Puntarenas, Montes de Oro) hacia (Heredia, Santo Domingo)",cajero automático,0,Nacional,USD
TRANS_4437,CLIENTE_1696,2021-01-18 05:11:20,77.1,compra,"De (Puntarenas, Buenos Aires) hacia (Heredia, San Isidro)",tableta,0,Nacional,USD
TRANS_4438,CLIENTE_2042,2021-10-28 10:18:34,4006.21,transferencia,"De (Guanacaste, Carrillo) hacia (San José, Desamparados)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4439,CLIENTE_237,2023-04-18 17:01:18,44.8,compra,"De (Puntarenas, Coto Brus) hacia (Puntarenas, Quepos)",móvil,0,Nacional,USD
TRANS_4440,CLIENTE_1606,2023-08-13 12:56:51,3689.13,retiro,"De (Limón, Matina) hacia (Limón, Talamanca)",tableta,1,Nacional,USD
TRANS_4441,CLIENTE_1910,2022-12-01 12:14:38,3953.72,pago,"De (Cartago, Paraíso) hacia (Puntarenas, Buenos Aires)",desconocido,1,Nacional,USD
TRANS_4442,CLIENTE_638,2020-02-07 22:43:25,221.63,compra,"De (Alajuela, Grecia) hacia (Heredia, Barva)",tableta,0,Nacional,USD
TRANS_4443,CLIENTE_415,2020-07-12 00:02:50,3235.62,retiro,"De (Alajuela, Naranjo) hacia (Países Bajos, Ámsterdam)",desconocido,1,Internacional,USD
TRANS_4444,CLIENTE_1508,2019-07-29 10:35:20,902.36,pago,"De (Alajuela, San Ramón) hacia (Puntarenas, Montes de Oro)",web,0,Nacional,USD
TRANS_4445,CLIENTE_1421,2022-03-13 07:38:44,162.55,pago,"De (Heredia, San Rafael) hacia (Islandia, Reikiavik)",cajero automático,0,Internacional,USD
TRANS_4446,CLIENTE_1025,2020-07-20 02:39:51,9247.43,transferencia,"De (Heredia, Heredia) hacia (Ecuador, Quito)",desconocido,1,Internacional,USD
TRANS_4447,CLIENTE_2565,2021-11-03 19:28:22,138.71,pago,"De (Limón, Talamanca) hacia (Guanacaste, Bagaces)",desconocido,0,Nacional,USD
TRANS_4448,CLIENTE_1517,2021-01-22 07:15:13,3721.36,transferencia,"De (Limón, Siquirres) hacia (Puntarenas, Aguirre)",cajero automático,0,Nacional,USD
TRANS_4449,CLIENTE_474,2019-12-14 21:52:57,2759.94,depósito,"De (Cartago, Paraíso) hacia (Puntarenas, Corredores)",móvil,0,Nacional,USD
TRANS_4450,CLIENTE_1550,2023-12-17 15:01:20,7968.09,depósito,"De (Heredia, Santo Domingo) hacia (Limón, Talamanca)",tableta,0,Nacional,USD
TRANS_4451,CLIENTE_963,2020-07-06 03:17:57,73.3,compra,"De (Limón, Talamanca) hacia (Heredia, Barva)",POS,0,Nacional,USD
TRANS_4452,CLIENTE_2783,2023-10-13 08:55:51,13470.84,depósito,"De (Alajuela, San Ramón) hacia (Heredia, Belén)",desconocido,1,Nacional,USD
TRANS_4453,CLIENTE_1780,2019-07-08 19:20:53,655.27,retiro,"De (Guanacaste, Nicoya) hacia (Limón, Siquirres)",desconocido,0,Nacional,USD
TRANS_4454,CLIENTE_1255,2019-01-18 14:30:14,4312.51,transferencia,"De (Guanacaste, Abangares) hacia (San José, Puriscal)",POS,0,Nacional,USD
TRANS_4455,CLIENTE_2291,2021-07-11 03:16:11,6230.02,depósito,"De (Puntarenas, Coto Brus) hacia (Guanacaste, Nicoya)",desconocido,0,Nacional,USD
TRANS_4456,CLIENTE_135,2023-12-01 14:26:24,423.26,transferencia,"De (Alajuela, Guatuso) hacia (Puntarenas, Coto Brus)",móvil,0,Nacional,USD
TRANS_4457,CLIENTE_1688,2022-11-22 06:47:44,3002.6,depósito,"De (Limón, Talamanca) hacia (Heredia, Heredia)",desconocido,0,Nacional,USD
TRANS_4458,CLIENTE_1120,2023-06-08 05:14:24,299.54,retiro,"De (Puntarenas, Parrita) hacia (Guanacaste, Nicoya)",POS,0,Nacional,USD
TRANS_4459,CLIENTE_2706,2019-04-01 00:23:12,288.18,compra,"De (Guanacaste, Abangares) hacia (Puntarenas, Osa)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4460,CLIENTE_1103,2019-08-26 16:08:32,101.86,retiro,"De (Alajuela, Upala) hacia (Cartago, Cartago)",tableta,0,Nacional,USD
TRANS_4461,CLIENTE_1998,2019-12-06 16:54:11,652.05,pago,"De (Guanacaste, Cañas) hacia (Heredia, Barva)",desconocido,0,Nacional,USD
TRANS_4462,CLIENTE_2845,2023-06-10 08:23:26,11207.87,depósito,"De (Alajuela, Palmares) hacia (Guanacaste, Liberia)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4463,CLIENTE_130,2021-11-17 18:28:53,444.09,retiro,"De (Cartago, La Unión) hacia (Alajuela, Upala)",móvil,0,Nacional,USD
TRANS_4464,CLIENTE_1668,2019-02-09 05:38:21,1086.58,depósito,"De (Cartago, Cartago) hacia (San José, Dota)",tableta,0,Nacional,USD
TRANS_4465,CLIENTE_2231,2022-12-26 19:48:55,13996.56,depósito,"De (Limón, Matina) hacia (Puntarenas, Aguirre)",web,0,Nacional,USD
TRANS_4466,CLIENTE_1082,2023-09-16 21:28:05,13321.36,depósito,"De (Puntarenas, Parrita) hacia (Alajuela, Guatuso)",móvil,0,Nacional,USD
TRANS_4467,CLIENTE_806,2023-08-18 10:38:43,13645.53,depósito,"De (San José, Acosta) hacia (Limón, Matina)",POS,0,Nacional,USD
TRANS_4468,CLIENTE_2113,2021-09-16 03:23:21,458.11,retiro,"De (Puntarenas, Buenos Aires) hacia (Guanacaste, Carrillo)",móvil,0,Nacional,USD
TRANS_4469,CLIENTE_29,2019-02-20 19:25:55,439.16,pago,"De (Alajuela, Zarcero) hacia (Alajuela, Grecia)",dispositivo_sospechoso,0,Nacional,USD
TRANS_4470,CLIENTE_2904,2022-12-09 21:58:42,4400.95,transferencia,"De (Limón, Siquirres) hacia (Alajuela, San Ramón)",tableta,0,Nacional,USD
TRANS_4471,CLIENTE_687,2019-03-29 03:05:56,6755.01,compra,"De (Alajuela, Upala) hacia (Austria, Viena)",web,1,Internacional,USD
TRANS_4472,CLIENTE_439,2020-10-28 02:15:06,10203.46,pago,"De (Limón, Guápiles) hacia (Cartago, Alvarado)",móvil,1,Nacional,USD
TRANS_4473,CLIENTE_2969,2023-07-24 00:08:11,201.25,compra,"De (San José, Escazú) hacia (Alajuela, Zarcero)",tableta,0,Nacional,USD
TRANS_4474,CLIENTE_1572,2020-05-07 23:56:13,10394.57,retiro,"De (San José, Escazú) hacia (Heredia, Belén)",dispositivo_sospechoso,1,Nacional,USD
TRANS_4475,CLIENTE_2147,2020-01-18 23:55:41,467.52,retiro,"De (Puntarenas, Osa) hacia (Alajuela, San Ramón)",POS,0,Nacional,USD
TRANS_4476,CLIENTE_1450,2021-10-15 22:25:02,11945.14,compra,"De (Puntarenas, Quepos) hacia (Guanacaste, Bagaces)",tableta,1,Nacional,USD
TRANS_4477,CLIENTE_851,2020-07-16 04:59:36,15702.62,depósito,"De (Puntarenas, Quepos) hacia (Cartago, Paraíso)",tableta,0,Nacional,USD
